date,new_cases,new_cases_smoothed,total_cases,new_deaths,new_deaths_smoothed,total_deaths,hosp_patients,icu_patients,stringency_index
2020-02-18,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0
2020-02-19,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0
2020-02-20,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0
2020-02-21,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0
2020-02-22,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0
2020-02-23,1.0,0.14,1.0,0.0,0.0,0.0,,,0.0
2020-02-24,0.0,0.14,1.0,0.0,0.0,0.0,,,0.0
2020-02-25,0.0,0.14,1.0,0.0,0.0,0.0,,,0.0
2020-02-26,0.0,0.14,1.0,0.0,0.0,0.0,,,0.0
2020-02-27,0.0,0.14,1.0,0.0,0.0,0.0,,,0.0
2020-02-28,0.0,0.14,1.0,0.0,0.0,0.0,,,2.78
2020-02-29,0.0,0.14,1.0,0.0,0.0,0.0,,,2.78
2020-03-01,5.0,0.71,6.0,0.0,0.0,0.0,,,2.78
2020-03-02,0.0,0.71,6.0,0.0,0.0,0.0,,,2.78
2020-03-03,0.0,0.71,6.0,0.0,0.0,0.0,,,2.78
2020-03-04,0.0,0.71,6.0,0.0,0.0,0.0,,,2.78
2020-03-05,0.0,0.71,6.0,0.0,0.0,0.0,,,2.78
2020-03-06,0.0,0.71,6.0,0.0,0.0,0.0,,,2.78
2020-03-07,0.0,0.71,6.0,0.0,0.0,0.0,,,2.78
2020-03-08,45.0,6.43,51.0,0.0,0.0,0.0,,,2.78
2020-03-09,0.0,6.43,51.0,0.0,0.0,0.0,,,2.78
2020-03-10,0.0,6.43,51.0,0.0,0.0,0.0,,,2.78
2020-03-11,0.0,6.43,51.0,0.0,0.0,0.0,,,2.78
2020-03-12,0.0,6.43,51.0,0.0,0.0,0.0,,,2.78
2020-03-13,0.0,6.43,51.0,0.0,0.0,0.0,,,2.78
2020-03-14,0.0,6.43,51.0,0.0,0.0,0.0,,,2.78
2020-03-15,183.0,26.14,234.0,0.0,0.0,0.0,,,2.78
2020-03-16,0.0,26.14,234.0,0.0,0.0,0.0,,,2.78
2020-03-17,0.0,26.14,234.0,0.0,0.0,0.0,,,2.78
2020-03-18,0.0,26.14,234.0,0.0,0.0,0.0,,,2.78
2020-03-19,0.0,26.14,234.0,0.0,0.0,0.0,,,2.78
2020-03-20,0.0,26.14,234.0,0.0,0.0,0.0,,,2.78
2020-03-21,0.0,26.14,234.0,0.0,0.0,0.0,,,8.33
2020-03-22,669.0,95.57,903.0,4.0,0.57,4.0,,,8.33
2020-03-23,0.0,95.57,903.0,0.0,0.57,4.0,,,19.44
2020-03-24,0.0,95.57,903.0,0.0,0.57,4.0,,,52.78
2020-03-25,0.0,95.57,903.0,0.0,0.57,4.0,,,52.78
2020-03-26,0.0,95.57,903.0,0.0,0.57,4.0,,,63.89
2020-03-27,0.0,95.57,903.0,0.0,0.57,4.0,,,63.89
2020-03-28,0.0,95.57,903.0,0.0,0.57,4.0,,,63.89
2020-03-29,1214.0,173.43,2117.0,24.0,3.43,28.0,,,63.89
2020-03-30,0.0,173.43,2117.0,0.0,3.43,28.0,,,82.41
2020-03-31,0.0,173.43,2117.0,0.0,3.43,28.0,,,82.41
2020-04-01,0.0,173.43,2117.0,0.0,3.43,28.0,,,82.41
2020-04-02,0.0,173.43,2117.0,0.0,3.43,28.0,,,82.41
2020-04-03,0.0,173.43,2117.0,0.0,3.43,28.0,,,82.41
2020-04-04,0.0,173.43,2117.0,0.0,3.43,28.0,,,82.41
2020-04-05,2134.0,304.86,4251.0,146.0,20.86,174.0,,,82.41
2020-04-06,0.0,304.86,4251.0,0.0,20.86,174.0,,,82.41
2020-04-07,0.0,304.86,4251.0,0.0,20.86,174.0,,,82.41
2020-04-08,0.0,304.86,4251.0,0.0,20.86,174.0,,,82.41
2020-04-09,0.0,304.86,4251.0,0.0,20.86,174.0,,,82.41
2020-04-10,0.0,304.86,4251.0,0.0,20.86,174.0,,,82.41
2020-04-11,0.0,304.86,4251.0,0.0,20.86,174.0,,,82.41
2020-04-12,3291.0,470.14,7542.0,382.0,54.57,556.0,,,82.41
2020-04-13,0.0,470.14,7542.0,0.0,54.57,556.0,,,82.41
2020-04-14,0.0,470.14,7542.0,0.0,54.57,556.0,,,82.41
2020-04-15,0.0,470.14,7542.0,0.0,54.57,556.0,,,82.41
2020-04-16,0.0,470.14,7542.0,0.0,54.57,556.0,,,82.41
2020-04-17,0.0,470.14,7542.0,0.0,54.57,556.0,,,82.41
2020-04-18,0.0,470.14,7542.0,0.0,54.57,556.0,,,82.41
2020-04-19,5958.0,851.14,13500.0,749.0,107.0,1305.0,,,82.41
2020-04-20,0.0,851.14,13500.0,0.0,107.0,1305.0,,,82.41
2020-04-21,0.0,851.14,13500.0,0.0,107.0,1305.0,,,82.41
2020-04-22,0.0,851.14,13500.0,0.0,107.0,1305.0,,,82.41
2020-04-23,0.0,851.14,13500.0,0.0,107.0,1305.0,,,82.41
2020-04-24,0.0,851.14,13500.0,0.0,107.0,1305.0,,,82.41
2020-04-25,0.0,851.14,13500.0,0.0,107.0,1305.0,,,82.41
2020-04-26,9264.0,1323.43,22764.0,1453.0,207.57,2758.0,,,82.41
2020-04-27,0.0,1323.43,22764.0,0.0,207.57,2758.0,,,82.41
2020-04-28,0.0,1323.43,22764.0,0.0,207.57,2758.0,,,82.41
2020-04-29,0.0,1323.43,22764.0,0.0,207.57,2758.0,,,82.41
2020-04-30,0.0,1323.43,22764.0,0.0,207.57,2758.0,,,82.41
2020-05-01,0.0,1323.43,22764.0,0.0,207.57,2758.0,,,82.41
2020-05-02,0.0,1323.43,22764.0,0.0,207.57,2758.0,,,82.41
2020-05-03,11571.0,1653.0,34335.0,2361.0,337.29,5119.0,,,82.41
2020-05-04,0.0,1653.0,34335.0,0.0,337.29,5119.0,,,82.41
2020-05-05,0.0,1653.0,34335.0,0.0,337.29,5119.0,,,82.41
2020-05-06,0.0,1653.0,34335.0,0.0,337.29,5119.0,,,82.41
2020-05-07,0.0,1653.0,34335.0,0.0,337.29,5119.0,,,82.41
2020-05-08,0.0,1653.0,34335.0,0.0,337.29,5119.0,,,82.41
2020-05-09,0.0,1653.0,34335.0,0.0,337.29,5119.0,,,82.41
2020-05-10,15196.0,2170.86,49531.0,2893.0,413.29,8012.0,,,82.41
2020-05-11,0.0,2170.86,49531.0,0.0,413.29,8012.0,,,82.41
2020-05-12,0.0,2170.86,49531.0,0.0,413.29,8012.0,,,82.41
2020-05-13,0.0,2170.86,49531.0,0.0,413.29,8012.0,,,82.41
2020-05-14,0.0,2170.86,49531.0,0.0,413.29,8012.0,,,82.41
2020-05-15,0.0,2170.86,49531.0,0.0,413.29,8012.0,,,82.41
2020-05-16,0.0,2170.86,49531.0,0.0,413.29,8012.0,,,82.41
2020-05-17,19538.0,2791.14,69069.0,3414.0,487.71,11426.0,,,82.41
2020-05-18,0.0,2791.14,69069.0,0.0,487.71,11426.0,,,82.41
2020-05-19,0.0,2791.14,69069.0,0.0,487.71,11426.0,,,82.41
2020-05-20,0.0,2791.14,69069.0,0.0,487.71,11426.0,,,82.41
2020-05-21,0.0,2791.14,69069.0,0.0,487.71,11426.0,,,82.41
2020-05-22,0.0,2791.14,69069.0,0.0,487.71,11426.0,,,82.41
2020-05-23,0.0,2791.14,69069.0,0.0,487.71,11426.0,,,82.41
2020-05-24,24187.0,3455.29,93256.0,3994.0,570.57,15420.0,,,82.41
2020-05-25,0.0,3455.29,93256.0,0.0,570.57,15420.0,,,82.41
2020-05-26,0.0,3455.29,93256.0,0.0,570.57,15420.0,,,82.41
2020-05-27,0.0,3455.29,93256.0,0.0,570.57,15420.0,,,82.41
2020-05-28,0.0,3455.29,93256.0,0.0,570.57,15420.0,,,82.41
2020-05-29,0.0,3455.29,93256.0,0.0,570.57,15420.0,,,82.41
2020-05-30,0.0,3455.29,93256.0,0.0,570.57,15420.0,,,82.41
2020-05-31,26973.0,3853.29,120229.0,4178.0,596.86,19598.0,,,82.41
2020-06-01,0.0,3853.29,120229.0,0.0,596.86,19598.0,,,72.69
2020-06-02,0.0,3853.29,120229.0,0.0,596.86,19598.0,,,72.69
2020-06-03,0.0,3853.29,120229.0,0.0,596.86,19598.0,,,72.69
2020-06-04,0.0,3853.29,120229.0,0.0,596.86,19598.0,,,72.69
2020-06-05,0.0,3853.29,120229.0,0.0,596.86,19598.0,,,72.69
2020-06-06,0.0,3853.29,120229.0,0.0,596.86,19598.0,,,72.69
2020-06-07,30556.0,4365.14,150785.0,4512.0,644.57,24110.0,,,72.69
2020-06-08,0.0,4365.14,150785.0,0.0,644.57,24110.0,,,72.69
2020-06-09,0.0,4365.14,150785.0,0.0,644.57,24110.0,,,72.69
2020-06-10,0.0,4365.14,150785.0,0.0,644.57,24110.0,,,72.69
2020-06-11,0.0,4365.14,150785.0,0.0,644.57,24110.0,,,72.69
2020-06-12,0.0,4365.14,150785.0,0.0,644.57,24110.0,,,70.83
2020-06-13,0.0,4365.14,150785.0,0.0,644.57,24110.0,,,70.83
2020-06-14,34822.0,4974.57,185607.0,4891.0,698.71,29001.0,,,70.83
2020-06-15,0.0,4974.57,185607.0,0.0,698.71,29001.0,,,70.83
2020-06-16,0.0,4974.57,185607.0,0.0,698.71,29001.0,,,70.83
2020-06-17,0.0,4974.57,185607.0,0.0,698.71,29001.0,,,70.83
2020-06-18,0.0,4974.57,185607.0,0.0,698.71,29001.0,,,70.83
2020-06-19,0.0,4974.57,185607.0,0.0,698.71,29001.0,,,70.83
2020-06-20,0.0,4974.57,185607.0,0.0,698.71,29001.0,,,70.83
2020-06-21,37587.0,5369.57,223194.0,4986.0,712.29,33987.0,,,70.83
2020-06-22,0.0,5369.57,223194.0,0.0,712.29,33987.0,,,70.83
2020-06-23,0.0,5369.57,223194.0,0.0,712.29,33987.0,,,70.83
2020-06-24,0.0,5369.57,223194.0,0.0,712.29,33987.0,,,70.83
2020-06-25,0.0,5369.57,223194.0,0.0,712.29,33987.0,,,70.83
2020-06-26,0.0,5369.57,223194.0,0.0,712.29,33987.0,,,70.83
2020-06-27,0.0,5369.57,223194.0,0.0,712.29,33987.0,,,70.83
2020-06-28,39306.0,5615.14,262500.0,4569.0,652.71,38556.0,,,70.83
2020-06-29,0.0,5615.14,262500.0,0.0,652.71,38556.0,,,70.83
2020-06-30,0.0,5615.14,262500.0,0.0,652.71,38556.0,,,70.83
2020-07-01,0.0,5615.14,262500.0,0.0,652.71,38556.0,,,70.83
2020-07-02,0.0,5615.14,262500.0,0.0,652.71,38556.0,,,70.83
2020-07-03,0.0,5615.14,262500.0,0.0,652.71,38556.0,,,70.83
2020-07-04,0.0,5615.14,262500.0,0.0,652.71,38556.0,,,70.83
2020-07-05,43553.0,6221.86,306053.0,4971.0,710.14,43527.0,,,70.83
2020-07-06,0.0,6221.86,306053.0,0.0,710.14,43527.0,,,70.83
2020-07-07,0.0,6221.86,306053.0,0.0,710.14,43527.0,,,70.83
2020-07-08,0.0,6221.86,306053.0,0.0,710.14,43527.0,,,70.83
2020-07-09,0.0,6221.86,306053.0,0.0,710.14,43527.0,,,70.83
2020-07-10,0.0,6221.86,306053.0,0.0,710.14,43527.0,,,70.83
2020-07-11,0.0,6221.86,306053.0,0.0,710.14,43527.0,,,70.83
2020-07-12,44406.0,6343.71,350459.0,5374.0,767.71,48901.0,,,70.83
2020-07-13,0.0,6343.71,350459.0,0.0,767.71,48901.0,,,70.83
2020-07-14,0.0,6343.71,350459.0,0.0,767.71,48901.0,,,70.83
2020-07-15,0.0,6343.71,350459.0,0.0,767.71,48901.0,,,70.83
2020-07-16,0.0,6343.71,350459.0,0.0,767.71,48901.0,,,70.83
2020-07-17,0.0,6343.71,350459.0,0.0,767.71,48901.0,,,70.83
2020-07-18,0.0,6343.71,350459.0,0.0,767.71,48901.0,,,70.83
2020-07-19,49775.0,7110.71,400234.0,5534.0,790.57,54435.0,,,70.83
2020-07-20,0.0,7110.71,400234.0,0.0,790.57,54435.0,,,70.83
2020-07-21,0.0,7110.71,400234.0,0.0,790.57,54435.0,,,70.83
2020-07-22,0.0,7110.71,400234.0,0.0,790.57,54435.0,,,70.83
2020-07-23,0.0,7110.71,400234.0,0.0,790.57,54435.0,,,70.83
2020-07-24,0.0,7110.71,400234.0,0.0,790.57,54435.0,,,70.83
2020-07-25,0.0,7110.71,400234.0,0.0,790.57,54435.0,,,70.83
2020-07-26,50177.0,7168.14,450411.0,5464.0,780.57,59899.0,,,70.83
2020-07-27,0.0,7168.14,450411.0,0.0,780.57,59899.0,,,70.83
2020-07-28,0.0,7168.14,450411.0,0.0,780.57,59899.0,,,70.83
2020-07-29,0.0,7168.14,450411.0,0.0,780.57,59899.0,,,70.83
2020-07-30,0.0,7168.14,450411.0,0.0,780.57,59899.0,,,70.83
2020-07-31,0.0,7168.14,450411.0,0.0,780.57,59899.0,,,70.83
2020-08-01,0.0,7168.14,450411.0,0.0,780.57,59899.0,,,70.83
2020-08-02,45999.0,6571.29,496410.0,5258.0,751.14,65157.0,,,70.83
2020-08-03,0.0,6571.29,496410.0,0.0,751.14,65157.0,,,70.83
2020-08-04,0.0,6571.29,496410.0,0.0,751.14,65157.0,,,70.83
2020-08-05,0.0,6571.29,496410.0,0.0,751.14,65157.0,,,70.83
2020-08-06,0.0,6571.29,496410.0,0.0,751.14,65157.0,,,70.83
2020-08-07,0.0,6571.29,496410.0,0.0,751.14,65157.0,,,70.83
2020-08-08,0.0,6571.29,496410.0,0.0,751.14,65157.0,,,70.83
2020-08-09,41814.0,5973.43,538224.0,5027.0,718.14,70184.0,,,70.83
2020-08-10,0.0,5973.43,538224.0,0.0,718.14,70184.0,,,70.83
2020-08-11,0.0,5973.43,538224.0,0.0,718.14,70184.0,,,70.83
2020-08-12,0.0,5973.43,538224.0,0.0,718.14,70184.0,,,70.83
2020-08-13,0.0,5973.43,538224.0,0.0,718.14,70184.0,,,70.83
2020-08-14,0.0,5973.43,538224.0,0.0,718.14,70184.0,,,70.83
2020-08-15,0.0,5973.43,538224.0,0.0,718.14,70184.0,,,70.83
2020-08-16,39452.0,5636.0,577676.0,4522.0,646.0,74706.0,,,70.83
2020-08-17,0.0,5636.0,577676.0,0.0,646.0,74706.0,,,70.83
2020-08-18,0.0,5636.0,577676.0,0.0,646.0,74706.0,,,70.83
2020-08-19,0.0,5636.0,577676.0,0.0,646.0,74706.0,,,70.83
2020-08-20,0.0,5636.0,577676.0,0.0,646.0,74706.0,,,74.54
2020-08-21,0.0,5636.0,577676.0,0.0,646.0,74706.0,,,74.54
2020-08-22,0.0,5636.0,577676.0,0.0,646.0,74706.0,,,74.54
2020-08-23,37867.0,5409.57,615543.0,4065.0,580.71,78771.0,,,74.54
2020-08-24,0.0,5409.57,615543.0,0.0,580.71,78771.0,,,74.54
2020-08-25,0.0,5409.57,615543.0,0.0,580.71,78771.0,,,74.54
2020-08-26,0.0,5409.57,615543.0,0.0,580.71,78771.0,,,74.54
2020-08-27,0.0,5409.57,615543.0,0.0,580.71,78771.0,,,74.54
2020-08-28,0.0,5409.57,615543.0,0.0,580.71,78771.0,,,74.54
2020-08-29,0.0,5409.57,615543.0,0.0,580.71,78771.0,,,74.54
2020-08-30,39230.0,5604.29,654773.0,3731.0,533.0,82502.0,,,74.54
2020-08-31,0.0,5604.29,654773.0,0.0,533.0,82502.0,,,74.54
2020-09-01,0.0,5604.29,654773.0,0.0,533.0,82502.0,,,74.54
2020-09-02,0.0,5604.29,654773.0,0.0,533.0,82502.0,,,74.54
2020-09-03,0.0,5604.29,654773.0,0.0,533.0,82502.0,,,74.54
2020-09-04,0.0,5604.29,654773.0,0.0,533.0,82502.0,,,74.54
2020-09-05,0.0,5604.29,654773.0,0.0,533.0,82502.0,,,74.54
2020-09-06,38873.0,5553.29,693646.0,3556.0,508.0,86058.0,,,74.54
2020-09-07,0.0,5553.29,693646.0,0.0,508.0,86058.0,,,74.54
2020-09-08,0.0,5553.29,693646.0,0.0,508.0,86058.0,,,74.54
2020-09-09,0.0,5553.29,693646.0,0.0,508.0,86058.0,,,74.54
2020-09-10,0.0,5553.29,693646.0,0.0,508.0,86058.0,,,74.54
2020-09-11,0.0,5553.29,693646.0,0.0,508.0,86058.0,,,67.13
2020-09-12,0.0,5553.29,693646.0,0.0,508.0,86058.0,,,67.13
2020-09-13,35339.0,5048.43,728985.0,3208.0,458.29,89266.0,,,67.13
2020-09-14,0.0,5048.43,728985.0,0.0,458.29,89266.0,,,67.13
2020-09-15,0.0,5048.43,728985.0,0.0,458.29,89266.0,,,67.13
2020-09-16,0.0,5048.43,728985.0,0.0,458.29,89266.0,,,67.13
2020-09-17,0.0,5048.43,728985.0,0.0,458.29,89266.0,,,67.13
2020-09-18,0.0,5048.43,728985.0,0.0,458.29,89266.0,,,69.91
2020-09-19,0.0,5048.43,728985.0,0.0,458.29,89266.0,,,69.91
2020-09-20,29659.0,4237.0,758644.0,2955.0,422.14,92221.0,,,69.91
2020-09-21,0.0,4237.0,758644.0,0.0,422.14,92221.0,,,69.91
2020-09-22,0.0,4237.0,758644.0,0.0,422.14,92221.0,,,73.61
2020-09-23,0.0,4237.0,758644.0,0.0,422.14,92221.0,,,73.61
2020-09-24,0.0,4237.0,758644.0,0.0,422.14,92221.0,,,73.61
2020-09-25,0.0,4237.0,758644.0,0.0,422.14,92221.0,,,73.61
2020-09-26,0.0,4237.0,758644.0,0.0,422.14,92221.0,,,73.61
2020-09-27,33716.0,4816.57,792360.0,2840.0,405.71,95061.0,,,73.61
2020-09-28,0.0,4816.57,792360.0,0.0,405.71,95061.0,,,73.61
2020-09-29,0.0,4816.57,792360.0,0.0,405.71,95061.0,,,73.61
2020-09-30,0.0,4816.57,792360.0,0.0,405.71,95061.0,,,73.61
2020-10-01,0.0,4816.57,792360.0,0.0,405.71,95061.0,,,73.61
2020-10-02,0.0,4816.57,792360.0,0.0,405.71,95061.0,,,73.61
2020-10-03,0.0,4816.57,792360.0,0.0,405.71,95061.0,,,73.61
2020-10-04,32636.0,4662.29,824996.0,2586.0,369.43,97647.0,,,73.61
2020-10-05,0.0,4662.29,824996.0,0.0,369.43,97647.0,,,73.61
2020-10-06,0.0,4662.29,824996.0,0.0,369.43,97647.0,,,73.61
2020-10-07,0.0,4662.29,824996.0,0.0,369.43,97647.0,,,73.61
2020-10-08,0.0,4662.29,824996.0,0.0,369.43,97647.0,,,73.61
2020-10-09,0.0,4662.29,824996.0,0.0,369.43,97647.0,,,71.76
2020-10-10,0.0,4662.29,824996.0,0.0,369.43,97647.0,,,71.76
2020-10-11,33071.0,4724.43,858067.0,2488.0,355.43,100135.0,,,71.76
2020-10-12,0.0,4724.43,858067.0,0.0,355.43,100135.0,,,71.76
2020-10-13,0.0,4724.43,858067.0,0.0,355.43,100135.0,,,71.76
2020-10-14,0.0,4724.43,858067.0,0.0,355.43,100135.0,,,71.76
2020-10-15,0.0,4724.43,858067.0,0.0,355.43,100135.0,,,71.76
2020-10-16,0.0,4724.43,858067.0,0.0,355.43,100135.0,,,71.76
2020-10-17,0.0,4724.43,858067.0,0.0,355.43,100135.0,,,71.76
2020-10-18,38778.0,5539.71,896845.0,2689.0,384.14,102824.0,,,71.76
2020-10-19,0.0,5539.71,896845.0,0.0,384.14,102824.0,,,71.76
2020-10-20,0.0,5539.71,896845.0,0.0,384.14,102824.0,,,71.76
2020-10-21,0.0,5539.71,896845.0,0.0,384.14,102824.0,,,71.76
2020-10-22,0.0,5539.71,896845.0,0.0,384.14,102824.0,,,71.76
2020-10-23,0.0,5539.71,896845.0,0.0,384.14,102824.0,,,71.76
2020-10-24,0.0,5539.71,896845.0,0.0,384.14,102824.0,,,71.76
2020-10-25,44301.0,6328.71,941146.0,3107.0,443.86,105931.0,,,71.76
2020-10-26,0.0,6328.71,941146.0,0.0,443.86,105931.0,,,71.76
2020-10-27,0.0,6328.71,941146.0,0.0,443.86,105931.0,,,71.76
2020-10-28,0.0,6328.71,941146.0,0.0,443.86,105931.0,,,71.76
2020-10-29,0.0,6328.71,941146.0,0.0,443.86,105931.0,,,71.76
2020-10-30,0.0,6328.71,941146.0,0.0,443.86,105931.0,,,71.76
2020-10-31,0.0,6328.71,941146.0,0.0,443.86,105931.0,,,71.76
2020-11-01,42679.0,6097.0,983825.0,3336.0,476.57,109267.0,,,71.76
2020-11-02,0.0,6097.0,983825.0,0.0,476.57,109267.0,,,71.76
2020-11-03,0.0,6097.0,983825.0,0.0,476.57,109267.0,,,71.76
2020-11-04,0.0,6097.0,983825.0,0.0,476.57,109267.0,,,71.76
2020-11-05,0.0,6097.0,983825.0,0.0,476.57,109267.0,,,71.76
2020-11-06,0.0,6097.0,983825.0,0.0,476.57,109267.0,,,71.76
2020-11-07,0.0,6097.0,983825.0,0.0,476.57,109267.0,,,71.76
2020-11-08,40741.0,5820.14,1024566.0,3482.0,497.43,112749.0,,,71.76
2020-11-09,0.0,5820.14,1024566.0,0.0,497.43,112749.0,,,71.76
2020-11-10,0.0,5820.14,1024566.0,0.0,497.43,112749.0,,,71.76
2020-11-11,0.0,5820.14,1024566.0,0.0,497.43,112749.0,,,71.76
2020-11-12,0.0,5820.14,1024566.0,0.0,497.43,112749.0,,,71.76
2020-11-13,0.0,5820.14,1024566.0,0.0,497.43,112749.0,,,71.76
2020-11-14,0.0,5820.14,1024566.0,0.0,497.43,112749.0,,,71.76
2020-11-15,48200.0,6885.71,1072766.0,3561.0,508.71,116310.0,,,71.76
2020-11-16,0.0,6885.71,1072766.0,0.0,508.71,116310.0,,,71.76
2020-11-17,0.0,6885.71,1072766.0,0.0,508.71,116310.0,,,71.76
2020-11-18,0.0,6885.71,1072766.0,0.0,508.71,116310.0,,,71.76
2020-11-19,0.0,6885.71,1072766.0,0.0,508.71,116310.0,,,71.76
2020-11-20,0.0,6885.71,1072766.0,0.0,508.71,116310.0,,,71.76
2020-11-21,0.0,6885.71,1072766.0,0.0,508.71,116310.0,,,71.76
2020-11-22,44816.0,6402.29,1117582.0,3709.0,529.86,120019.0,,,71.76
2020-11-23,0.0,6402.29,1117582.0,0.0,529.86,120019.0,,,71.76
2020-11-24,0.0,6402.29,1117582.0,0.0,529.86,120019.0,,,71.76
2020-11-25,0.0,6402.29,1117582.0,0.0,529.86,120019.0,,,71.76
2020-11-26,0.0,6402.29,1117582.0,0.0,529.86,120019.0,,,71.76
2020-11-27,0.0,6402.29,1117582.0,0.0,529.86,120019.0,,,71.76
2020-11-28,0.0,6402.29,1117582.0,0.0,529.86,120019.0,,,71.76
2020-11-29,56457.0,8065.29,1174039.0,4060.0,580.0,124079.0,,,71.76
2020-11-30,0.0,8065.29,1174039.0,0.0,580.0,124079.0,,,71.76
2020-12-01,0.0,8065.29,1174039.0,0.0,580.0,124079.0,,,71.76
2020-12-02,0.0,8065.29,1174039.0,0.0,580.0,124079.0,,,71.76
2020-12-03,0.0,8065.29,1174039.0,0.0,580.0,124079.0,,,71.76
2020-12-04,0.0,8065.29,1174039.0,0.0,580.0,124079.0,,,71.76
2020-12-05,0.0,8065.29,1174039.0,0.0,580.0,124079.0,,,71.76
2020-12-06,64076.0,9153.71,1238115.0,4235.0,605.0,128314.0,,,71.76
2020-12-07,0.0,9153.71,1238115.0,0.0,605.0,128314.0,,,71.76
2020-12-08,0.0,9153.71,1238115.0,0.0,605.0,128314.0,,,71.76
2020-12-09,0.0,9153.71,1238115.0,0.0,605.0,128314.0,,,71.76
2020-12-10,0.0,9153.71,1238115.0,0.0,605.0,128314.0,,,71.76
2020-12-11,0.0,9153.71,1238115.0,0.0,605.0,128314.0,,,71.76
2020-12-12,0.0,9153.71,1238115.0,0.0,605.0,128314.0,,,71.76
2020-12-13,73050.0,10435.71,1311165.0,4644.0,663.43,132958.0,,,71.76
2020-12-14,0.0,10435.71,1311165.0,0.0,663.43,132958.0,,,71.76
2020-12-15,0.0,10435.71,1311165.0,0.0,663.43,132958.0,,,71.76
2020-12-16,0.0,10435.71,1311165.0,0.0,663.43,132958.0,,,71.76
2020-12-17,0.0,10435.71,1311165.0,0.0,663.43,132958.0,,,71.76
2020-12-18,0.0,10435.71,1311165.0,0.0,663.43,132958.0,,,71.76
2020-12-19,0.0,10435.71,1311165.0,0.0,663.43,132958.0,,,71.76
